amount.sum,amount_type.code,demarcation.code,financial_year_end.year
85257951.0,AUDA,WC012,2020
99825176.0,ADJB,WC012,2021
97524277.0,AUDA,WC012,2021
151735255.0,ADJB,WC012,2022
114363874.0,AUDA,WC012,2022
124764003.0,ADJB,WC012,2023
132209221.0,AUDA,WC012,2023
123871485.0,ADJB,WC012,2024
122904418.0,AUDA,WC012,2024
95828064.0,ADJB,WC013,2020
84202386.0,AUDA,WC013,2020
102347413.0,ADJB,WC013,2021
94365899.0,AUDA,WC013,2021
108688636.0,ADJB,WC013,2022
103585833.0,AUDA,WC013,2022
145068204.0,ADJB,WC013,2023
57547888.0,AUDA,WC013,2023
174001404.0,ADJB,WC013,2024
52447766.0,AUDA,WC013,2024
507186657.0,ADJB,WC014,2020
384235442.0,AUDA,WC014,2020
516166397.0,ADJB,WC014,2021
417903205.0,AUDA,WC014,2021
445969504.0,ADJB,WC014,2022
351867279.0,AUDA,WC014,2022
551310347.0,ADJB,WC014,2023
430654841.0,AUDA,WC014,2023
585721277.0,ADJB,WC014,2024
477750917.0,AUDA,WC014,2024
285402123.0,ADJB,WC015,2020
261417183.0,AUDA,WC015,2020
357150468.0,ADJB,WC015,2021
378858116.0,AUDA,WC015,2021
324084770.0,ADJB,WC015,2022
323073075.0,AUDA,WC015,2022
346857591.0,ADJB,WC015,2023
323239165.0,AUDA,WC015,2023
427725502.0,ADJB,WC015,2024
484205929.0,AUDA,WC015,2024
138285213.0,ADJB,WC022,2020
75145863.0,AUDA,WC022,2020
149201904.0,ADJB,WC022,2021
169998144.0,AUDA,WC022,2021
136884861.0,ADJB,WC022,2022
180699714.0,AUDA,WC022,2022
179061828.0,ADJB,WC022,2023
21434294.0,AUDA,WC022,2023
169263866.0,ADJB,WC022,2024
144076479.0,AUDA,WC022,2024
771926555.0,ADJB,WC023,2020
737290717.0,AUDA,WC023,2020
732197501.0,ADJB,WC023,2021
699133137.0,AUDA,WC023,2021
700173649.0,ADJB,WC023,2022
668320291.0,AUDA,WC023,2022
750938986.0,ADJB,WC023,2023
715963596.0,AUDA,WC023,2023
1098741178.0,ADJB,WC023,2024
1052657632.0,AUDA,WC023,2024
849307806.0,ADJB,WC024,2020
655444927.0,AUDA,WC024,2020
738631349.0,ADJB,WC024,2021
651458793.0,AUDA,WC024,2021
695507408.0,ADJB,WC024,2022
615097555.0,AUDA,WC024,2022
701170728.0,ADJB,WC024,2023
638664089.0,AUDA,WC024,2023
852748160.0,ADJB,WC024,2024
757685163.0,AUDA,WC024,2024
357344762.0,ADJB,WC025,2020
335910826.0,AUDA,WC025,2020
289405364.0,ADJB,WC025,2021
287430562.0,AUDA,WC025,2021
361175783.0,ADJB,WC025,2022
311796945.0,AUDA,WC025,2022
617567533.0,ADJB,WC025,2023
461054003.0,AUDA,WC025,2023
500496947.0,ADJB,WC025,2024
424618243.0,AUDA,WC025,2024
145597353.0,ADJB,WC026,2020
214283182.0,AUDA,WC026,2020
178793347.0,ADJB,WC026,2021
120442514.0,AUDA,WC026,2021
172529724.0,ADJB,WC026,2022
141072557.0,AUDA,WC026,2022
229281091.0,ADJB,WC026,2023
189673627.0,AUDA,WC026,2023
270471071.0,ADJB,WC026,2024
210824543.0,AUDA,WC026,2024
406046993.0,ADJB,WC031,2020
187071143.0,AUDA,WC031,2020
355191838.0,ADJB,WC031,2021
224417110.0,AUDA,WC031,2021
299401645.0,ADJB,WC031,2022
241562080.0,AUDA,WC031,2022
313536661.0,ADJB,WC031,2023
240039403.0,AUDA,WC031,2023
416569583.0,ADJB,WC031,2024
324943151.0,AUDA,WC031,2024
886713879.0,ADJB,WC032,2020
322103049.0,AUDA,WC032,2020
643241193.0,ADJB,WC032,2021
347639803.0,AUDA,WC032,2021
644170320.0,ADJB,WC032,2022
386402777.0,AUDA,WC032,2022
629287430.0,ADJB,WC032,2023
660607166.0,ADJB,WC032,2024
430429087.0,AUDA,WC032,2024
162019417.0,ADJB,WC033,2020
163474356.0,AUDA,WC033,2020
240459601.0,ADJB,WC033,2021
93043874.0,AUDA,WC033,2021
147862430.0,ADJB,WC033,2022
110021540.0,AUDA,WC033,2022
173471100.0,ADJB,WC033,2023
165082503.0,AUDA,WC033,2023
158254492.0,ADJB,WC033,2024
147089395.0,AUDA,WC033,2024
52031385.0,ADJB,WC034,2020
78900744.0,AUDA,WC034,2020
79897558.0,ADJB,WC034,2021
59722765.0,AUDA,WC034,2021
143351936.0,ADJB,WC034,2022
134722378.0,AUDA,WC034,2022
132132545.0,ADJB,WC034,2023
103171732.0,AUDA,WC034,2023
117577886.0,ADJB,WC034,2024
104682164.0,AUDA,WC034,2024
74813086.0,ADJB,WC041,2020
55592870.0,AUDA,WC041,2020
82927128.0,ADJB,WC041,2021
48975620.0,AUDA,WC041,2021
62506377.0,ADJB,WC041,2022
60057614.0,AUDA,WC041,2022
49523082.0,ADJB,WC041,2023
60651875.0,ADJB,WC041,2024
86594439.0,AUDA,WC041,2024
192411880.0,ADJB,WC042,2020
172331126.0,AUDA,WC042,2020
239756080.0,ADJB,WC042,2021
203914456.0,AUDA,WC042,2021
256698490.0,ADJB,WC042,2022
231845041.0,AUDA,WC042,2022
237864164.0,ADJB,WC042,2023
222108602.0,AUDA,WC042,2023
360260266.0,ADJB,WC042,2024
273571220.0,AUDA,WC042,2024
474555249.0,ADJB,WC043,2020
610283863.0,AUDA,WC043,2020
506014479.0,ADJB,WC043,2021
688938574.0,AUDA,WC043,2021
523172536.0,ADJB,WC043,2022
658144312.0,AUDA,WC043,2022
530517514.0,ADJB,WC043,2023
652165801.0,AUDA,WC043,2023
775412750.0,ADJB,WC043,2024
889166945.0,AUDA,WC043,2024
536436861.0,ADJB,WC044,2020
416488531.0,AUDA,WC044,2020
523490140.0,ADJB,WC044,2021
440658144.0,AUDA,WC044,2021
773886449.0,ADJB,WC044,2022
792229158.0,AUDA,WC044,2022
1572268650.0,ADJB,WC044,2023
1145645486.0,AUDA,WC044,2023
2149932565.0,ADJB,WC044,2024
1387555002.0,AUDA,WC044,2024
191145140.0,ADJB,WC045,2020
58037115.0,AUDA,WC045,2020
165610806.0,ADJB,WC045,2021
93090758.0,AUDA,WC045,2021
181502300.0,ADJB,WC045,2022
62974721.0,AUDA,WC045,2022
213223600.0,ADJB,WC045,2023
76197640.0,AUDA,WC045,2023
172941300.0,ADJB,WC045,2024
103836907.0,AUDA,WC045,2024
164787186.0,ADJB,WC047,2020
128507329.0,AUDA,WC047,2020
157892230.0,ADJB,WC047,2021
150078656.0,AUDA,WC047,2021
179860219.0,ADJB,WC047,2022
188734017.0,ADJB,WC047,2023
161593737.0,AUDA,WC047,2023
214344631.0,ADJB,WC047,2024
183441707.0,AUDA,WC047,2024
294552835.0,ADJB,WC048,2020
231613070.0,AUDA,WC048,2020
256477394.0,ADJB,WC048,2021
156136466.0,AUDA,WC048,2021
252611033.0,ADJB,WC048,2022
174452663.0,AUDA,WC048,2022
220974037.0,ADJB,WC048,2023
192982666.0,AUDA,WC048,2023
229983390.0,ADJB,WC048,2024
189249342.0,AUDA,WC048,2024
26017369.0,ADJB,WC051,2020
30430449.0,AUDA,WC051,2020
33417435.0,ADJB,WC051,2021
52313484.0,AUDA,WC051,2021
34996253.0,ADJB,WC051,2022
24015597.0,AUDA,WC051,2022
32301732.0,ADJB,WC051,2023
25644696.0,AUDA,WC051,2023
56093052.0,ADJB,WC051,2024
37155590.0,AUDA,WC051,2024
58027243.0,ADJB,WC052,2020
41074184.0,AUDA,WC052,2020
45705799.0,ADJB,WC052,2021
43037578.0,AUDA,WC052,2021
40936087.0,ADJB,WC052,2022
35437936.0,AUDA,WC052,2022
44781443.0,ADJB,WC052,2023
40372166.0,AUDA,WC052,2023
60104688.0,ADJB,WC052,2024
54828039.0,AUDA,WC052,2024
68268308.0,ADJB,WC053,2020
40024749.0,AUDA,WC053,2020
56590343.0,ADJB,WC053,2021
24275544.0,AUDA,WC053,2021
54886380.0,ADJB,WC053,2022
57726302.0,AUDA,WC053,2022
82333521.0,ADJB,WC053,2023
79834229.0,AUDA,WC053,2023
52310070.0,ADJB,WC053,2024
48483629.0,AUDA,WC053,2024
